datarate,PCell_Downlink_TB_Size,SCell_Downlink_TB_Size,PCell_SNR_1,PCell_SNR_2,SCell_SNR_1,SCell_SNR_2,PCell_RSSI_1,PCell_RSSI_2,PCell_RSSI_max,PCell_RSRP_1,PCell_RSRP_2,PCell_RSRP_max,PCell_Downlink_Average_MCS,SCell_Downlink_Average_MCS,PCell_Downlink_Num_RBs,SCell_Downlink_Num_RBs
46900000.0,5276094.0,2075689.0,13.809000005722046,14.444999961853027,5.0640000009536745,8.974999933242797,-51.443125,-52.884375,-52.884375,-82.34,-82.883125,-82.34,25.0,19.0,40164.0,33951.0
55200000.0,6032835.0,1706803.0,14.899000005722046,15.541000013351441,4.7140000057220455,9.082000045776367,-50.49625,-52.4075,-52.4075,-81.4275,-82.415,-81.4275,26.0,22.0,43679.0,29632.0
56800000.0,6066412.0,2336963.0,15.065999984741211,15.258999996185302,5.19900002002716,8.761000061035157,-50.273125,-52.589375,-52.589375,-81.154375,-82.560625,-81.154375,26.0,20.0,41845.0,37539.0
56000000.0,5669343.0,2271941.0,14.437999954223633,15.485999994277954,4.904000015258789,8.753000001907349,-50.90625,-52.59375,-52.59375,-81.79125,-82.514375,-81.79125,25.0,20.0,42848.0,36204.0
55000000.0,5658115.0,2085126.0,15.185,15.087000007629394,5.245000019073486,8.82399995803833,-50.386875,-52.08375,-52.08375,-81.23625,-82.16375,-81.23625,25.0,20.0,41894.0,33676.0
50300000.0,5358857.0,1875247.0,15.385000019073486,15.211000003814696,5.2200000286102295,8.699000034332276,-50.32875,-52.378125,-52.378125,-81.191875,-82.345625,-81.191875,25.0,23.0,41753.0,31689.0
49900000.0,5810946.0,1673633.0,14.727000007629394,15.542000017166139,5.458999996185303,8.979000005722046,-50.805,-52.478125,-52.478125,-81.694375,-82.363125,-81.69375,25.0,20.0,43455.0,26584.0
58700000.0,5957053.0,2432227.0,14.647999954223632,15.96,5.492999997138977,8.987999963760377,-51.03125,-52.47,-52.47,-81.901875,-82.373125,-81.89625,26.0,18.0,42827.0,34972.0
55900000.0,5765336.0,2240549.0,14.394999990463257,15.113000059127808,4.783000011444091,8.988999967575074,-51.435625,-52.90625,-52.90625,-82.3075,-82.946875,-82.3075,25.0,23.0,43260.0,36804.0
59800000.0,6677619.0,2406309.0,14.750999937057495,14.902000074386597,5.229999995231628,8.868999967575073,-50.95875,-52.85,-52.85,-81.83375,-82.894375,-81.83375,26.0,24.0,45569.0,37592.0
61200000.0,6098021.0,2321579.0,14.651999998092652,14.731999950408936,4.889000036716461,9.068000078201294,-51.06125,-53.159375,-53.159375,-81.8975,-83.07625,-81.8975,27.0,24.0,39767.0,35327.0
60500000.0,6473727.0,2557145.0,14.029999961853028,14.72200005531311,4.697000007629395,9.072000074386597,-51.135625,-53.08625,-53.08625,-82.0225,-82.98375,-82.0225,27.0,24.0,43408.0,37476.0
62500000.0,6251425.0,2736279.0,13.48399998664856,14.422000007629395,4.590000014305115,9.003000030517578,-52.095,-52.955625,-52.955625,-82.98125,-82.925625,-82.8225,26.0,25.0,43236.0,39391.0
60400000.0,6351985.0,2369290.0,13.777000045776367,14.427999982833862,4.0660000014305115,9.124000053405762,-51.959375,-52.86375,-52.86375,-82.84,-82.8225,-82.75875,26.0,24.0,45668.0,37632.0
63200000.0,6415253.0,2540447.0,13.688999948501587,14.50100001335144,4.400999999046325,9.03700002670288,-51.62625,-52.894375,-52.894375,-82.513125,-82.948125,-82.498125,26.0,24.0,43632.0,39240.0
59100000.0,6022350.0,2497802.0,13.558000011444092,14.334999990463256,4.529999997615814,8.966000003814697,-51.704375,-52.804375,-52.804375,-82.59375,-82.73125,-82.4925,26.0,24.0,42320.0,37470.0
56100000.0,5689831.0,2438850.0,12.818000001907349,14.164000034332275,4.7019999933242795,9.051999988555908,-52.085,-52.816875,-52.816875,-83.02375,-82.581875,-82.5575,25.0,24.0,42284.0,36444.0
62100000.0,6347900.0,2693187.0,13.547000017166138,14.820999984741212,4.516000018119812,9.377999992370606,-52.0125,-52.909375,-52.909375,-82.9075,-82.79,-82.676875,26.0,25.0,44960.0,37795.0
62300000.0,6367498.0,2398076.0,13.873000001907348,14.875000019073486,4.773000032901764,8.902999897003173,-51.766875,-52.706875,-52.706875,-82.6225,-82.64125,-82.42875,26.0,24.0,43622.0,37372.0
62800000.0,6168490.0,2907872.0,13.282000017166137,14.956999998092652,5.788000016212464,9.003000001907349,-52.134375,-52.46875,-52.46875,-83.09125,-82.30875,-82.30875,26.0,17.0,43876.0,39980.0
54800000.0,5498721.0,2113564.0,12.62399998664856,15.195000066757203,5.59699999332428,9.153000059127807,-52.3425,-52.450625,-52.450625,-83.324375,-82.293125,-82.293125,25.0,22.0,40450.0,35112.0
56000000.0,5651903.0,2471067.0,12.48500002861023,15.191000032424927,5.182999973297119,8.832999982833861,-52.048125,-52.498125,-52.498125,-82.99875,-82.454375,-82.454375,25.0,24.0,42042.0,38224.0
53800000.0,4895272.0,2685501.0,13.03100001335144,12.532000026702882,5.270999999046325,8.138999981880188,-51.71125,-54.636875,-54.636875,-82.64125,-84.69125,-82.6275,24.0,22.0,41341.0,38776.0
48500000.0,4445913.0,2465208.0,13.032000017166137,13.32499997138977,5.891000003814697,7.874000020027161,-52.07,-55.090625,-55.090625,-83.04375,-85.154375,-83.03875,23.0,18.0,42256.0,36736.0
45400000.0,4794762.0,2040154.0,11.988999967575074,16.7179999256134,6.25200000166893,7.5669999694824215,-53.545,-51.89125,-51.89125,-84.5775,-81.99,-81.7925,22.0,17.0,45236.0,35296.0
58800000.0,6049311.0,2258931.0,14.88800004005432,16.431000051498412,5.575999982357025,7.120999999046326,-49.45625,-50.488125,-50.488125,-80.310625,-80.310625,-79.3875,25.0,15.0,43327.0,36332.0
41500000.0,3918478.0,1990980.0,12.641000003814698,13.957999973297119,6.344000034332275,7.975999994277954,-51.6275,-53.21125,-53.21125,-82.515625,-83.16625,-82.118125,23.0,21.0,38938.0,35492.0
43200000.0,3846978.0,2444692.0,10.857000017166138,14.995999994277954,7.614999985694885,9.456999959945678,-52.955,-53.39625,-53.39625,-83.915625,-83.28,-82.891875,21.0,16.0,44887.0,38289.0
54100000.0,4865795.0,3151843.0,14.153000030517578,18.54200001716614,10.066000027656555,10.692999994754791,-50.738125,-49.52,-49.52,-81.619375,-79.14125,-78.895625,23.0,18.0,44640.0,38344.0
61100000.0,5518114.0,3090636.0,15.909000062942505,17.92699998855591,8.74599997997284,10.236000020503997,-48.135,-48.01375,-48.01375,-78.8825,-77.7525,-77.391875,25.0,18.0,42635.0,39584.0
55000000.0,4141916.0,4674591.0,13.294999971389771,15.08400001525879,10.284000039100647,10.08700005531311,-50.52125,-51.355,-51.355,-81.401875,-81.3125,-80.695625,22.0,20.0,43687.0,58405.0
74000000.0,4246886.0,6040317.0,14.55299997329712,14.46299997329712,12.235000009536742,10.191999979019165,-48.901875,-51.150625,-51.150625,-79.7675,-81.105625,-79.71625,22.0,18.0,42293.0,75660.0
69900000.0,4215053.0,5344718.0,14.982999935150147,13.4460000705719,9.419000005722046,7.986000037193298,-48.21625,-50.910625,-50.910625,-79.15625,-80.894375,-78.91125,23.0,18.0,45079.0,77084.0
64099999.99999999,4496608.0,4757064.0,17.383999948501586,14.92999997138977,7.7989999866485595,8.565999987125396,-45.09125,-48.6075,-48.6075,-75.966875,-78.578125,-75.96625,24.0,17.0,43106.0,69933.0
58900000.0,4086634.0,5013157.0,15.719000034332275,14.873000020980834,8.310000047683715,9.148999996185303,-47.426875,-49.229375,-49.229375,-78.22125,-79.08375,-77.96,23.0,21.0,41849.0,73256.0
71000000.0,4630380.0,5852811.0,14.949000043869018,16.594999952316286,12.922000036239623,9.122999963760376,-47.3025,-48.72125,-48.72125,-78.22125,-78.586875,-77.89625,22.0,21.0,41882.0,70778.0
71800000.0,4754143.0,5685524.0,15.417999954223633,17.613999986648558,12.355000019073486,9.28600001335144,-47.809375,-48.66875,-48.66875,-78.768125,-78.5575,-78.12,22.0,21.0,44520.0,73980.0
54900000.0,3784799.0,3231292.0,15.370999917984008,17.041000051498415,12.180000038146973,11.584999995231628,-47.47125,-47.245625,-47.245625,-78.21375,-77.135625,-76.40625,23.0,25.0,34228.0,38372.0
40700000.0,3569034.0,2489987.0,14.710000019073487,13.551000080108643,11.284999971389771,10.053999996185302,-48.0175,-50.550625,-50.550625,-78.77625,-80.443125,-78.54375,20.0,17.0,37375.0,32991.0
43000000.0,3261664.0,2501214.0,11.615999994277955,11.981999950408936,9.708000025749207,7.512999985218048,-51.205,-53.983125,-53.983125,-82.14125,-83.848125,-81.903125,21.0,18.0,38967.0,35772.0
37200000.0,3221271.0,2363741.0,9.25199999332428,10.203999981880187,7.577000021934509,4.734000001624227,-54.295625,-55.801875,-55.801875,-85.4025,-86.00125,-85.216875,18.0,22.0,48153.0,45160.0
32100000.0,2472850.0,2226558.0,6.146000008583069,8.279000024795533,2.8199999863654375,1.7209999991208316,-54.86625,-56.4675,-56.4675,-87.41625,-87.42875,-86.91125,14.0,14.0,81023.0,73408.0
27800000.0,1590715.0,2213666.0,4.678000004291534,5.678999997377396,1.9929999971389771,1.7310000055283308,-56.77,-57.8175,-57.8175,-89.7,-89.5025,-89.166875,11.0,15.0,79441.0,73187.0
22500000.0,1228639.0,2083848.0,3.4180000234395265,3.8130000054836275,0.3450000029057264,2.245000013932586,-57.56,-57.8725,-57.8725,-91.161875,-90.433125,-90.39625,8.0,13.0,83063.0,78028.0
20500000.0,1146103.0,1784366.0,2.82599999807775,4.720999998450279,0.6780000013113022,0.1680000053346157,-57.114375,-57.81375,-57.81375,-90.994375,-89.919375,-89.854375,8.0,13.0,82658.0,73248.0
24000000.0,1717155.0,1735500.0,3.8239999758452177,4.200999987050891,0.9839999994635582,1.9070000052452087,-56.601875,-56.725,-56.725,-89.5825,-88.601875,-88.3175,11.0,13.0,84415.0,65396.0
17600000.0,1167497.0,1451719.0,1.4420000030845403,2.0839999962598084,-1.0890000047534705,-0.6639999903738498,-57.17,-56.81625,-56.81625,-91.36875,-89.746875,-89.67875,9.0,11.0,82022.0,69412.0
18500000.0,1005955.0,1714682.0,-0.19699999921023845,2.2000000051409008,0.7179999957233667,-0.953999999910593,-57.5375,-57.968125,-57.968125,-92.42875,-90.785,-90.61125,7.0,12.0,84897.0,74465.0
17300000.0,1170903.0,1315730.0,-0.401000000834465,-0.19999999880790711,-0.5699999935925006,-2.988000000491738,-59.1075,-59.600625,-59.600625,-93.37375,-92.94,-92.274375,8.0,10.0,86090.0,72820.0
5620000.0,310853.0,385310.0,-4.695000022873282,-4.3510000036656855,-5.020999995470047,-7.8059999805688856,-59.435625,-59.048125,-59.048125,-95.9275,-94.790625,-94.674375,4.0,5.0,58511.0,46090.0
32200000.000000004,2622341.0,2424236.0,2.787777759631475,3.976666689581341,3.4707865239529125,7.664044958821843,-54.674305555555556,-54.34375,-54.34375,-90.24236111111111,-89.30416666666666,-89.04166666666667,12.0,18.0,56993.0,50856.0
44600000.0,1974907.0,1813933.0,5.973684210526316,5.908771937353569,5.582456141187434,11.70175441942717,-52.6359649122807,-52.838815789473685,-52.838815789473685,-87.91008771929825,-87.71929824561404,-87.31688596491227,17.0,24.0,26679.0,28208.0
46400000.0,3758801.0,2565011.0,6.296000022888183,8.215000004768372,4.96299997150898,11.708999967575073,-53.29875,-52.57625,-52.57625,-88.810625,-87.325,-87.285,17.0,23.0,49251.0,42464.0
42700000.0,4091289.0,1833609.0,7.545999989509583,11.128000016212463,6.342000012397766,13.443000020980834,-52.30125,-50.48125,-50.48125,-87.730625,-85.271875,-85.271875,19.0,24.0,47589.0,29060.0
33299999.999999996,5101515.0,1833609.0,9.51800002336502,13.366000008583068,9.733000035285949,15.522000036239625,-50.830625,-48.793125,-48.793125,-85.7625,-83.291875,-83.2725,20.0,24.0,53967.0,29060.0
39600000.0,6024300.0,1833609.0,11.525999989509582,15.922000055313111,13.577000017166137,19.154000053405763,-47.895,-45.26125,-45.26125,-82.945,-79.80125,-79.80125,23.0,24.0,51768.0,29060.0
35600000.0,4799857.0,1833609.0,11.019000010490418,14.330000047683717,11.061000008583068,16.876000037193297,-47.945625,-46.5525,-46.5525,-83.229375,-81.25375,-80.96875,22.0,24.0,43779.0,29060.0
38800000.0,5932190.0,1833609.0,13.970000085830689,16.779000015258788,12.833999977111816,18.077000102996827,-47.039375,-45.97625,-45.97625,-81.825,-80.173125,-79.956875,23.0,24.0,49107.0,29060.0
36200000.0,5193465.0,1833609.0,14.349000062942505,17.67600004196167,14.134999966621399,16.997999935150148,-46.68625,-46.01375,-46.01375,-80.6925,-79.508125,-79.11875,22.0,24.0,49010.0,29060.0
32000000.0,4860988.0,0.0,13.757000007629394,18.583000087738036,12.092999994754791,14.18899995803833,-47.92,-44.605625,-44.605625,-81.408125,-77.634375,-77.615625,20.0,0.0,51587.0,0.0
31400000.0,4217600.0,0.0,11.582000041007996,15.520999927520752,10.818000001907349,12.711000008583069,-49.206875,-47.585,-47.585,-83.196875,-80.963125,-80.499375,19.0,0.0,46556.0,0.0
32200000.000000004,4729458.0,0.0,12.95600001335144,13.70399998664856,10.223000007271766,11.412999966144561,-47.010625,-47.519375,-47.519375,-80.621875,-81.2325,-79.75875,20.0,0.0,50690.0,0.0
28700000.0,3870887.0,0.0,10.044000029563904,11.576999969482422,11.467000002861022,12.333999965190888,-49.768125,-50.624375,-50.624375,-84.41625,-84.800625,-83.569375,18.0,0.0,47219.0,0.0
23000000.0,3114629.0,0.0,6.317000025510788,9.23100001335144,7.05400001347065,9.952000017166137,-53.544375,-53.204375,-53.204375,-88.8975,-87.554375,-87.403125,16.0,0.0,47694.0,0.0
19400000.0,2853903.0,0.0,5.340999994277954,9.496000027656555,5.390000012516976,8.321999999284744,-54.120625,-52.545,-52.545,-89.925,-87.40875,-87.39125,15.0,0.0,47977.0,0.0
19100000.0,2715135.0,0.0,4.602999976873398,7.939000065326691,5.8490000157058235,9.277000000476837,-54.663125,-54.18,-54.18,-90.645625,-89.255,-89.11625,15.0,0.0,48352.0,0.0
19500000.0,3074965.0,0.0,5.95900002360344,9.69799998998642,6.658000004291535,10.359000017642975,-52.0,-51.59,-51.59,-88.478125,-87.114375,-86.981875,18.0,0.0,49595.0,0.0
22400000.0,3049905.0,0.0,4.286999994516373,8.655999971628189,9.158000011444091,10.55899999141693,-50.985625,-51.910625,-51.910625,-88.056875,-87.81875,-87.038125,16.0,0.0,45685.0,0.0
24300000.0,3183548.0,1128602.0,4.134999994039536,7.02800001680851,5.3679999852925535,9.75099999666214,-53.789375,-52.45,-52.45,-90.951875,-88.81,-88.769375,16.0,18.0,74590.0,29836.0
39300000.0,3518692.0,2306974.0,2.925999983847141,7.4440000629425045,1.886999999731779,5.661999992728234,-54.693125,-53.495625,-53.495625,-92.066875,-89.695,-89.681875,15.0,13.0,93856.0,90376.0
42600000.0,4219960.0,2010239.0,3.363999992161989,6.465999991893768,2.9270000167936088,4.609000005349517,-53.56125,-52.14,-52.14,-90.456875,-88.56125,-88.40625,16.0,13.0,94134.0,77860.0
34800000.0,3536108.0,1498288.0,1.8219999900460244,5.52099998280406,2.761000008136034,3.5180000032484533,-53.611875,-53.69625,-53.69625,-91.706875,-90.158125,-90.04,15.0,12.0,94510.0,60810.0
37600000.0,3446005.0,1872577.0,0.08999999940395355,3.9860000111162663,1.200000000372529,2.4219999988377094,-54.10625,-52.954375,-52.954375,-92.91375,-90.243125,-90.196875,16.0,11.0,93816.0,81584.0
33500000.0,3144923.0,1714030.0,0.48199999451637265,2.203999990224838,1.2819999896734953,1.8270000007748604,-53.613125,-52.926875,-52.926875,-92.084375,-90.59,-90.510625,15.0,12.0,92581.0,74891.0
32000000.0,3033581.0,1562366.0,0.12400000087916851,3.5909999960660937,0.3940000037103891,4.071000014543533,-54.76875,-55.04625,-55.04625,-93.021875,-92.098125,-91.8325,15.0,12.0,92777.0,64870.0
28100000.0,3169660.0,794844.0,0.2750000028312206,2.4149999999254943,-4.734999994635582,1.6440000039339067,-55.26,-55.163125,-55.163125,-93.27125,-92.13125,-92.01125,13.0,8.0,94600.0,48618.0
25600000.0,2927294.0,707496.0,-1.723999991118908,0.9339999987185001,-3.546000000536442,0.11200000628829003,-55.445625,-54.838125,-54.838125,-94.31625,-92.759375,-92.5825,15.0,8.0,92803.0,46479.0
26100000.0,2725513.0,1181482.0,-3.304000000208616,0.15299999572336673,-4.75900000885129,-1.5570000007748603,-55.145,-54.5875,-54.5875,-94.790625,-93.183125,-92.931875,14.0,8.0,94039.0,85340.0
23800000.0,2886395.0,372390.0,-7.373000020980835,0.6109999947994947,-7.528000020980835,-3.3750000043213366,-53.291875,-54.145,-54.145,-95.770625,-92.755625,-92.7525,15.0,4.0,93709.0,68740.0
11500000.0,1709789.0,521346.0,-5.528571417043497,-2.82857144173685,-4.141111130184598,-1.4100000013079907,-54.03021978021978,-55.09615384615385,-55.09615384615385,-95.8076923076923,-94.57005494505495,-94.25274725274726,10.0,15.0,89812.0,14708.0
26600000.0,1462647.0,2003371.0,1.2900000109523535,1.904000009149313,8.04199996471405,7.454000033140183,-58.29375,-59.468125,-59.468125,-91.914375,-92.451875,-91.363125,15.0,18.0,49075.0,47166.0
23700000.0,1685541.0,1895122.0,2.916999999657273,2.9349999984353783,6.74500002861023,6.608000019490719,-58.04625,-59.239375,-59.239375,-90.99625,-91.37125,-89.830625,16.0,16.0,48729.0,52700.0
26400000.0,1904662.0,1998781.0,5.032999984025955,4.341000015735626,8.1000000166893,6.236000015735626,-56.92375,-58.56625,-58.56625,-89.284375,-90.2625,-88.875625,18.0,17.0,49189.0,50209.0
23100000.0,1546068.0,1537372.0,5.886000003814697,3.3880000030994415,6.505000014305114,4.296000013649464,-56.1075,-59.804375,-59.804375,-88.35125,-91.94625,-88.344375,18.0,18.0,40674.0,39952.0
26000000.0,1767221.0,2066745.0,5.140000011920929,4.5540000081062315,7.888000030517578,6.708999989777803,-56.99875,-59.669375,-59.669375,-89.3075,-91.6525,-89.223125,18.0,13.0,46231.0,49042.0
27700000.0,1584673.0,2561699.0,3.1529999902844428,3.6070000058412552,9.220999989509583,7.72899998806417,-57.82625,-59.23875,-59.23875,-90.863125,-91.311875,-90.22,15.0,13.0,52343.0,49862.0
27700000.0,1720714.0,2487367.0,3.4430000038444994,4.3650000023841855,8.453999993801117,9.012999987602234,-58.4975,-59.521875,-59.521875,-91.315625,-91.43375,-90.72875,17.0,14.0,49072.0,46928.0
29300000.0,1505903.0,2541639.0,4.521000003814697,4.2180000096559525,7.1230000042915345,9.354999990463257,-58.0975,-59.43625,-59.43625,-90.479375,-91.42125,-90.42375,17.0,14.0,41988.0,48760.0
35100000.0,2025955.0,3067439.0,6.351000001430512,6.50099999666214,8.298000025749207,9.69900001525879,-56.815,-58.874375,-58.874375,-88.785,-90.273125,-88.72,19.0,15.0,46738.0,49408.0
33700000.0,2175698.0,3725885.0,7.498999991416931,6.497000005245209,10.363000001907348,10.550000014305114,-56.035,-58.958125,-58.958125,-88.003125,-90.250625,-87.975,18.0,18.0,46829.0,47188.0
37900000.0,2383886.0,2673926.0,8.941000046730041,7.533000001907348,7.6630000448226925,9.171999945640565,-54.625,-58.79875,-58.79875,-86.394375,-90.095625,-86.394375,17.0,14.0,45812.0,47324.0
26700000.0,1744882.0,2384251.0,7.204000001847744,7.6120000123977665,7.401999983787537,8.085000021457672,-56.27375,-58.759375,-58.759375,-88.371875,-90.25875,-88.353125,18.0,13.0,41700.0,49840.0
37400000.0,2156411.0,3391794.0,6.859999969005584,7.841000008583069,10.27000002861023,10.336000032424927,-56.3525,-58.7125,-58.7125,-88.4975,-90.088125,-88.439375,15.0,15.0,52317.0,53160.0
41300000.0,2300218.0,3599879.0,7.712000014781952,7.092000005841255,10.637999968528748,10.749999985694885,-55.2575,-58.17375,-58.17375,-87.280625,-89.85375,-87.193125,12.0,16.0,51060.0,49876.0
55900000.0,4196486.0,3835413.0,10.900999970436096,12.278999967575073,10.579000024795532,13.205000023841858,-52.033125,-53.591875,-53.591875,-83.590625,-84.23375,-83.27625,17.0,19.0,54764.0,45368.0
59300000.0,5053791.0,3671029.0,11.268000049591064,12.871000044345855,10.341999983787536,14.647000036239625,-50.215625,-48.543125,-48.543125,-81.71875,-79.426875,-79.385625,19.0,21.0,59963.0,50056.0
74000000.0,4900683.0,6583943.0,6.712999997138977,5.781000001430511,8.435000004768371,9.921999983787536,-49.1575,-46.55375,-46.55375,-80.893125,-77.35875,-77.35875,13.0,16.0,93236.0,93812.0
68800000.0,3427824.0,6438795.0,3.6919999825954437,4.922999985218048,7.611000022888184,10.141000003814698,-51.010625,-47.18375,-47.18375,-83.4925,-78.079375,-78.079375,12.0,15.0,94019.0,94488.0
73400000.0,3581945.0,6988427.0,3.4219999861717225,5.286999976634979,7.723999981880188,9.50199999332428,-49.908125,-47.075625,-47.075625,-82.578125,-77.82625,-77.82625,17.0,17.0,94469.0,95348.0
67200000.0,4318665.0,5437623.0,5.266999976634979,6.199000031948089,5.434999990463257,7.43900002002716,-47.61125,-46.81375,-46.81375,-79.63125,-77.365,-77.365,18.0,14.0,92643.0,94712.0
65800000.0,5672245.0,3762239.0,5.787000026702881,6.392000033855438,3.26599999345839,3.9049999990314244,-47.163125,-46.905,-46.905,-79.11875,-77.4825,-77.4825,14.0,11.0,93195.0,95736.0
50100000.0,4642156.0,2365822.0,3.7379999977350233,5.14199999332428,1.709999999627471,-0.3290000050514936,-48.198125,-46.880625,-46.880625,-80.670625,-77.621875,-77.621875,13.0,13.0,93671.0,86432.0
36300000.0,3305056.0,1934840.0,0.4389999982714653,3.3259999811649323,-1.2570000065863132,-1.7010000067204236,-48.979375,-45.68,-45.68,-83.089375,-77.139375,-77.139375,14.0,10.0,94523.0,94808.0
34300000.0,3283430.0,1667737.0,-0.42000000558793543,4.40300000667572,-2.678999994918704,-2.122999995723367,-50.20125,-45.72625,-45.72625,-84.66375,-76.771875,-76.771875,16.0,9.0,93012.0,94904.0
30200000.0,2895752.0,1425842.0,-0.5909999932348728,3.40699998639524,-2.38800000756979,-1.788000005558133,-50.3975,-47.061875,-47.061875,-85.0775,-78.619375,-78.619375,14.0,8.0,93772.0,86932.0
23200000.0,3401443.0,1425842.0,-1.557000006735325,3.290000003054738,-0.21700000315904616,-1.5899999967217446,-49.23375,-47.0425,-47.0425,-84.369375,-78.671875,-78.671875,15.0,8.0,97175.0,86932.0
17800000.0,2399391.0,1425842.0,-5.31400001168251,0.9170000044256449,-2.8989999987185002,-2.2799999967962505,-49.2625,-47.861875,-47.861875,-87.1225,-80.724375,-80.724375,14.0,8.0,94251.0,86932.0
10600000.0,1563988.0,1425842.0,-4.704999994039536,-1.812999998256564,-3.7200000077486037,-1.807999988719821,-50.2825,-48.2075,-48.2075,-87.673125,-82.746875,-82.746875,10.0,8.0,93993.0,86932.0
10900000.0,1708109.0,1425842.0,-8.052999978065492,-1.238999998420477,-5.08700001001358,-2.9699999821186065,-48.9275,-48.793125,-48.793125,-88.895625,-82.97125,-82.97125,11.0,8.0,93165.0,86932.0
14300000.0,2053651.0,2704.0,11.804347857185032,10.10543475397255,-3.7549450397491455,-2.731868122960185,-47.828125,-49.547554347826086,-49.547554347826086,-79.28600543478261,-81.2663043478261,-78.84171195652173,20.0,0.0,41339.0,768.0
11000000.0,1676048.0,2704.0,10.910000023841858,12.04300000667572,-4.210000021457672,-2.158999993801117,-49.215,-49.5175,-49.5175,-80.333125,-80.90375,-80.333125,22.0,0.0,32578.0,768.0
14100000.0,2230305.0,2704.0,10.641000003814698,12.509000005722045,-3.65299998998642,-2.2030000066757203,-49.1625,-49.326875,-49.326875,-80.321875,-80.7275,-80.321875,20.0,0.0,37337.0,768.0
17800000.0,2463317.0,2704.0,10.778000016212463,12.276999959945678,-4.06,-2.490999993085861,-49.0925,-49.37,-49.37,-80.173125,-80.740625,-80.173125,19.0,0.0,30492.0,768.0
20000000.0,2853108.0,2704.0,11.419999980926514,12.555000002384185,-4.498999996185303,-2.4690000021457674,-48.4225,-49.22875,-49.22875,-79.58375,-80.488125,-79.58375,19.0,0.0,35099.0,768.0
20000000.0,2897818.0,2704.0,11.349000015258788,12.589000024795531,-5.11400002002716,-2.3629999995231628,-48.6025,-49.085625,-49.085625,-79.7875,-80.333125,-79.7875,19.0,0.0,36391.0,768.0
22000000.0,3137338.0,0.0,11.49100001335144,12.707999987602234,-4.987000005245209,-2.680999993085861,-48.438125,-49.15625,-49.15625,-79.604375,-80.386875,-79.604375,19.0,0.0,36727.0,0.0
26400000.0,3869070.0,0.0,11.77399995803833,12.686000003814698,-4.111000006198883,-2.645999999046326,-48.201875,-49.2425,-49.2425,-79.385,-80.373125,-79.385,20.0,0.0,45079.0,0.0
27900000.0,3940817.0,0.0,11.745000009536744,12.48500002861023,-4.302999999523163,-2.3139999997615814,-48.111875,-49.14375,-49.14375,-79.290625,-80.160625,-79.290625,19.0,0.0,47298.0,0.0
23900000.0,3432871.0,352.0,11.77600001335144,12.202999985218048,-4.324000017642975,-2.370999994277954,-47.985,-49.0475,-49.0475,-79.189375,-80.07125,-79.189375,19.0,31.0,45132.0,11.0
25500000.0,3754026.0,352.0,12.11199995994568,12.878000049591064,-4.155000009536743,-2.5689999973773956,-47.95625,-49.058125,-49.058125,-79.1,-80.01125,-79.1,19.0,31.0,46494.0,11.0
25900000.0,3922342.0,352.0,12.084999942779541,12.826000018119812,-4.27300000667572,-2.3510000014305117,-47.91125,-49.0175,-49.0175,-79.08875,-79.994375,-79.08875,19.0,31.0,49033.0,11.0
27500000.0,3842680.0,352.0,12.077000017166137,13.08999999523163,-4.218999996185302,-2.1149999892711637,-47.90375,-48.993125,-48.993125,-79.01625,-79.958125,-79.01625,19.0,31.0,46368.0,11.0
26000000.0,3712671.0,352.0,11.817999992370606,13.114000015258789,-4.205999984741211,-2.388999993801117,-48.02125,-49.120625,-49.120625,-79.15375,-80.065625,-79.1425,19.0,31.0,45705.0,11.0
26700000.0,3864173.0,938.0,11.670999984741211,13.326999979019165,-4.071000013351441,-2.27599999666214,-48.30625,-49.014375,-49.014375,-79.49375,-79.865625,-79.4725,19.0,9.0,47617.0,48.0
20400000.0,2822550.0,938.0,11.42899998664856,11.271999993324279,-4.494000010490417,-2.0639999973773957,-47.500625,-48.893125,-48.893125,-78.73125,-80.02,-78.730625,18.0,9.0,43960.0,48.0
18200000.0,2643255.0,938.0,11.726000003814697,10.606000034809112,-5.695000009536743,-2.305999993085861,-47.145625,-48.668125,-48.668125,-78.2975,-80.039375,-78.2975,19.0,9.0,44405.0,48.0
18000000.0,2696855.0,938.0,11.862000007629394,10.776000003814698,-5.481000003814697,-2.1969999897480013,-47.1575,-48.7425,-48.7425,-78.305625,-80.090625,-78.305625,18.0,9.0,45126.0,48.0
16500000.0,2623595.0,2388.0,11.551999988555908,9.38600000858307,-5.098999991416931,-1.9699999856948853,-46.945,-48.65125,-48.65125,-78.119375,-80.089375,-78.119375,19.0,19.0,44930.0,52.0
16900000.0,2460637.0,2388.0,11.024000000953674,8.106999963521957,-5.1249999952316285,-2.1709999942779543,-46.94125,-48.581875,-48.581875,-78.12625,-80.165,-78.12625,20.0,19.0,44361.0,52.0
17500000.0,2593806.0,2388.0,12.28099998474121,9.91599998474121,-4.19399998664856,-1.9569999903440476,-46.5175,-48.675625,-48.675625,-77.588125,-80.03875,-77.588125,18.0,19.0,45122.0,52.0
17800000.0,2521473.0,2388.0,11.431000022888183,8.792000012397766,-4.658999984264374,-1.8419999957084656,-47.175625,-49.00625,-49.00625,-78.293125,-80.290625,-78.293125,18.0,19.0,44094.0,52.0
